CellNum	Stage	Mother/daughter	mtDNA rep observed	BioRep	TechRep	EdU	CellPart	Fluor		Label	Area	Mean	StdDev	Min	Max	X	Y	XM	YM	IntDen	Median	RawIntDen
				1	1	1	cytoplasm	EdU	13	MAX_slide2_020818_1.lif - Series020.tif:2	0.087	26.637	9.773	9	73	12.905	6.085	12.905	6.085	2.309	25	8657
37	eG1	M		1	1	1	cell	DAPI	14	MAX_slide2_020818_1.lif - Series020.tif:1	12.338	62.688	58.988	8	255	4.896	2.361	5.162	2.678	773.445	42	2899699
				1	1	1	cell	EdU	15	MAX_slide2_020818_1.lif - Series020.tif:2	12.338	36.73	16.362	9	122	4.896	2.361	4.96	2.364	453.169	35	1698964
				1	1	1	nuclei	DAPI	16	MAX_slide2_020818_1.lif - Series020.tif:1	1.774	177.631	50.768	30	255	5.649	2.889	5.644	2.922	315.171	180	1181600
				1	1	1	nuclei	EdU	17	MAX_slide2_020818_1.lif - Series020.tif:2	1.774	50.306	15.099	11	122	5.649	2.889	5.641	2.868	89.258	49	334636
				1	1	1	cytoplasm	DAPI	18	MAX_slide2_020818_1.lif - Series020.tif:1	0.357	46.587	19.602	8	131	4.144	3.296	4.151	3.284	16.626	44	62333
				1	1	1	cytoplasm	EdU	19	MAX_slide2_020818_1.lif - Series020.tif:2	0.357	36.954	12.614	9	101	4.144	3.296	4.158	3.28	13.188	35	49444
37	eG1	D		1	1	1	cell	DAPI	20	MAX_slide2_020818_1.lif - Series020.tif:1	6.357	69.498	64.128	8	255	5.063	6.067	5.03	6.156	441.817	47	1656405
				1	1	1	cell	EdU	21	MAX_slide2_020818_1.lif - Series020.tif:2	6.357	34.159	15.871	9	116	5.063	6.067	5.112	6.06	217.162	32	814154
				1	1	1	nuclei	DAPI	22	MAX_slide2_020818_1.lif - Series020.tif:1	0.795	200.893	51.261	29	255	4.931	5.99	4.924	5.994	159.736	213	598862
				1	1	1	nuclei	EdU	23	MAX_slide2_020818_1.lif - Series020.tif:2	0.795	43.279	14.967	11	113	4.931	5.99	4.929	5.986	34.412	41	129014
				1	1	1	cytoplasm	DAPI	24	MAX_slide2_020818_1.lif - Series020.tif:1	0.038	52.704	22.132	17	129	4.448	6.852	4.447	6.852	1.996	48	7484
				1	1	1	cytoplasm	EdU	25	MAX_slide2_020818_1.lif - Series020.tif:2	0.038	33.711	12.244	13	84	4.448	6.852	4.453	6.852	1.277	32	4787
38	G1	M		1	1	1	cell	DAPI	2	MAX_slide2_020818_1.lif - Series011_w_nums.tif:1	8.523	48.747	59.903	8	255	11.246	4.268	11.227	4.629	415.484	22	624347
				1	1	1	cell	EdU	3	MAX_slide2_020818_1.lif - Series011_w_nums.tif:2	8.523	53.716	19.376	9	152	11.246	4.268	11.281	4.297	457.839	52	687994
				1	1	1	nuclei	DAPI	4	MAX_slide2_020818_1.lif - Series011_w_nums.tif:1	1.087	177.888	55.062	38	255	11.405	4.862	11.4	4.873	193.313	185	290491
				1	1	1	nuclei	EdU	5	MAX_slide2_020818_1.lif - Series011_w_nums.tif:2	1.087	70.735	18.719	24	152	11.405	4.862	11.419	4.845	76.868	69	115510
				1	1	1	cytoplasm	DAPI	6	MAX_slide2_020818_1.lif - Series011_w_nums.tif:1	0.089	19.301	8.469	8	51	12.125	3.938	12.118	3.938	1.708	18	2567
				1	1	1	cytoplasm	EdU	7	MAX_slide2_020818_1.lif - Series011_w_nums.tif:2	0.089	55.872	13.901	34	102	12.125	3.938	12.119	3.936	4.945	54	7431
39	G1	M		1	1	1	cell	DAPI	8	MAX_slide2_020818_1.lif - Series011_w_nums.tif:1	10.86	47.656	55.728	8	255	11.856	8.483	11.593	8.437	517.53	25	777692
				1	1	1	cell	EdU	9	MAX_slide2_020818_1.lif - Series011_w_nums.tif:2	10.86	56.327	18.975	9	170	11.856	8.483	11.835	8.451	611.701	54	919203
				1	1	1	nuclei	DAPI	10	MAX_slide2_020818_1.lif - Series011_w_nums.tif:1	1.185	173.752	57.939	26	255	10.958	8.149	10.946	8.166	205.816	180	309279
				1	1	1	nuclei	EdU	11	MAX_slide2_020818_1.lif - Series011_w_nums.tif:2	1.185	75.112	19.437	25	170	10.958	8.149	10.975	8.139	88.973	73	133699
				1	1	1	cytoplasm	DAPI	12	MAX_slide2_020818_1.lif - Series011_w_nums.tif:1	0.27	21.807	9.361	8	64	11.932	9.785	11.93	9.78	5.877	20	8832
				1	1	1	cytoplasm	EdU	13	MAX_slide2_020818_1.lif - Series011_w_nums.tif:2	0.27	55.435	15	23	108	11.932	9.785	11.93	9.782	14.94	54	22451
40	G1	M		1	1	1	cell	DAPI	14	MAX_slide2_020818_1.lif - Series011_w_nums.tif:1	11.266	36.067	31.153	8	255	9.622	15.809	9.64	15.7	406.317	26	610573
				1	1	1	cell	EdU	15	MAX_slide2_020818_1.lif - Series011_w_nums.tif:2	11.266	49.886	17.149	9	177	9.622	15.809	9.644	15.707	562.003	48	844522
				1	1	1	nuclei	DAPI	16	MAX_slide2_020818_1.lif - Series011_w_nums.tif:1	1.118	86.259	39.665	15	255	9.644	15.645	9.621	15.61	96.436	80	144915
				1	1	1	nuclei	EdU	17	MAX_slide2_020818_1.lif - Series011_w_nums.tif:2	1.118	62.055	16.509	23	140	9.644	15.645	9.652	15.641	69.377	60	104253
				1	1	1	cytoplasm	DAPI	18	MAX_slide2_020818_1.lif - Series011_w_nums.tif:1	0.125	22.569	9.274	9	62	10.515	16.919	10.516	16.913	2.824	21	4243
				1	1	1	cytoplasm	EdU	19	MAX_slide2_020818_1.lif - Series011_w_nums.tif:2	0.125	47.926	15.37	19	110	10.515	16.919	10.507	16.921	5.996	46	9010
41	A	M		1	1	1	cell	DAPI	2	MAX_slide2_020818_1.lif - Series011_w_nums.tif:1	14.407	45.412	47.548	8	255	10.907	23.401	10.416	23.542	654.262	27	983159
				1	1	1	cell	EdU	3	MAX_slide2_020818_1.lif - Series011_w_nums.tif:2	14.407	51.83	17.308	9	160	10.907	23.401	10.891	23.34	746.732	50	1122114
				1	1	1	nuclei	DAPI	4	MAX_slide2_020818_1.lif - Series011_w_nums.tif:1	2.218	132.452	52.528	16	255	9.617	23.928	9.621	23.926	293.78	135	441463
				1	1	1	nuclei	EdU	5	MAX_slide2_020818_1.lif - Series011_w_nums.tif:2	2.218	57.746	17.585	12	138	9.617	23.928	9.634	23.888	128.082	56	192469
				1	1	1	cytoplasm	DAPI	6	MAX_slide2_020818_1.lif - Series011_w_nums.tif:1	0.273	18.871	7.924	8	60	11.534	24.822	11.532	24.818	5.149	18	7737
				1	1	1	cytoplasm	EdU	7	MAX_slide2_020818_1.lif - Series011_w_nums.tif:2	0.273	47.41	13.149	20	98	11.534	24.822	11.531	24.821	12.935	46	19438
41	A	D		1	1	1	cell	DAPI	8	MAX_slide2_020818_1.lif - Series011_w_nums.tif:1	6.508	23.603	21.392	8	182	7.63	21.379	7.793	21.617	153.613	17	230834
				1	1	1	cell	EdU	9	MAX_slide2_020818_1.lif - Series011_w_nums.tif:2	6.508	47.526	16.307	9	148	7.63	21.379	7.642	21.382	309.314	46	464806
				1	1	1	nuclei	DAPI	10	MAX_slide2_020818_1.lif - Series011_w_nums.tif:1	0.948	63.361	29.153	9	182	8.357	22.099	8.31	22.078	60.085	59	90289
				1	1	1	nuclei	EdU	11	MAX_slide2_020818_1.lif - Series011_w_nums.tif:2	0.948	50.636	17.435	11	148	8.357	22.099	8.324	22.043	48.018	49	72156
				1	1	1	cytoplasm	DAPI	12	MAX_slide2_020818_1.lif - Series011_w_nums.tif:1	0.133	16.475	7.679	8	42	8.527	21.007	8.524	21.009	2.193	15	3295
				1	1	1	cytoplasm	EdU	13	MAX_slide2_020818_1.lif - Series011_w_nums.tif:2	0.133	48.21	14.498	17	110	8.527	21.007	8.526	21.009	6.416	47	9642
42	G1	M		1	1	1	cell	DAPI	14	MAX_slide2_020818_1.lif - Series011_w_nums.tif:1	9.118	44.967	59.778	8	255	16.176	23.695	15.821	23.786	410.021	21	616138
				1	1	1	cell	EdU	15	MAX_slide2_020818_1.lif - Series011_w_nums.tif:2	9.118	49.014	17.658	9	150	16.176	23.695	16.136	23.673	446.92	47	671586
				1	1	1	nuclei	DAPI	16	MAX_slide2_020818_1.lif - Series011_w_nums.tif:1	1.113	176.526	66.727	24	255	15.604	23.996	15.577	23.963	196.532	188	295328
				1	1	1	nuclei	EdU	17	MAX_slide2_020818_1.lif - Series011_w_nums.tif:2	1.113	61.519	17.09	20	122	15.604	23.996	15.615	23.974	68.491	60	102922
				1	1	1	cytoplasm	DAPI	18	MAX_slide2_020818_1.lif - Series011_w_nums.tif:1	0.102	20.844	8.734	8	63	16.453	24.845	16.454	24.844	2.136	20	3210
				1	1	1	cytoplasm	EdU	19	MAX_slide2_020818_1.lif - Series011_w_nums.tif:2	0.102	50.539	13.921	17	89	16.453	24.845	16.447	24.84	5.179	49	7783
43	G1	M		1	1	1	cell	DAPI	20	MAX_slide2_020818_1.lif - Series011_w_nums.tif:1	13.624	41.172	44.75	8	255	14.835	15.831	15.092	16.271	560.931	25	842911
				1	1	1	cell	EdU	21	MAX_slide2_020818_1.lif - Series011_w_nums.tif:2	13.624	51.692	19.479	9	167	14.835	15.831	14.913	15.9	704.255	49	1058283
				1	1	1	nuclei	DAPI	22	MAX_slide2_020818_1.lif - Series011_w_nums.tif:1	0.875	142.249	51.309	35	255	15.366	16.384	15.425	16.392	124.481	139	187058
				1	1	1	nuclei	EdU	23	MAX_slide2_020818_1.lif - Series011_w_nums.tif:2	0.875	73.656	19.394	25	167	15.366	16.384	15.367	16.404	64.456	72	96858
				1	1	1	cytoplasm	DAPI	24	MAX_slide2_020818_1.lif - Series011_w_nums.tif:1	0.235	22.858	9.335	8	59	16.041	15.352	16.033	15.362	5.37	22	8069
				1	1	1	cytoplasm	EdU	25	MAX_slide2_020818_1.lif - Series011_w_nums.tif:2	0.235	54.807	14.648	21	114	16.041	15.352	16.035	15.358	12.875	53	19347
44	G1	M		1	1	1	cell	DAPI	26	MAX_slide2_020818_1.lif - Series011_w_nums.tif:1	13.629	49.884	53.32	8	255	14.62	20.137	14.904	20.329	679.892	30	1021673
				1	1	1	cell	EdU	27	MAX_slide2_020818_1.lif - Series011_w_nums.tif:2	13.629	50.948	18.183	9	147	14.62	20.137	14.687	20.126	694.392	49	1043463
				1	1	1	nuclei	DAPI	28	MAX_slide2_020818_1.lif - Series011_w_nums.tif:1	1.367	173.57	60.963	22	255	15.519	20.523	15.475	20.51	237.248	182	356512
				1	1	1	nuclei	EdU	29	MAX_slide2_020818_1.lif - Series011_w_nums.tif:2	1.367	65.609	18.25	17	136	15.519	20.523	15.488	20.512	89.679	64	134760
				1	1	1	cytoplasm	DAPI	30	MAX_slide2_020818_1.lif - Series011_w_nums.tif:1	0.102	29.513	9.99	8	64	14.896	19.572	14.901	19.572	3.025	28	4545
				1	1	1	cytoplasm	EdU	31	MAX_slide2_020818_1.lif - Series011_w_nums.tif:2	0.102	57.63	16.361	27	119	14.896	19.572	14.897	19.576	5.906	56	8875
45	T	M		1	1	1	cell	DAPI	2	MAX_slide2_020818_1.lif - Series026_w_nums.tif:1	13.19	63.838	61.252	8	255	8.468	8.493	8.594	8.778	841.989	42	1465327
				1	1	1	cell	EdU	3	MAX_slide2_020818_1.lif - Series026_w_nums.tif:2	13.19	40.759	16.331	9	125	8.468	8.493	8.523	8.566	537.589	39	935575
				1	1	1	nuclei	DAPI	4	MAX_slide2_020818_1.lif - Series026_w_nums.tif:1	1.445	204.602	49.643	60	255	8.903	8.828	8.884	8.829	295.678	219	514574
				1	1	1	nuclei	EdU	5	MAX_slide2_020818_1.lif - Series026_w_nums.tif:2	1.445	58.353	15.004	19	121	8.903	8.828	8.889	8.819	84.328	57	146757
				1	1	1	cytoplasm	DAPI	6	MAX_slide2_020818_1.lif - Series026_w_nums.tif:1	0.213	44.046	17.265	9	112	7.881	8.029	7.882	8.036	9.364	42	16297
				1	1	1	cytoplasm	EdU	7	MAX_slide2_020818_1.lif - Series026_w_nums.tif:2	0.213	50.068	14.289	24	125	7.881	8.029	7.883	8.037	10.645	48	18525
45	T	D		1	1	1	cell	DAPI	8	MAX_slide2_020818_1.lif - Series026_w_nums.tif:1	9.094	95.116	79.139	8	255	6.66	12.747	6.496	12.705	864.965	61	1505313
				1	1	1	cell	EdU	9	MAX_slide2_020818_1.lif - Series026_w_nums.tif:2	9.094	62.374	42.277	9	244	6.66	12.747	6.553	12.623	567.218	47	987138
				1	1	1	nuclei	DAPI	10	MAX_slide2_020818_1.lif - Series026_w_nums.tif:1	1.488	246.413	20.654	96	255	6.415	12.553	6.413	12.555	366.579	255	637963
				1	1	1	nuclei	EdU	11	MAX_slide2_020818_1.lif - Series026_w_nums.tif:2	1.488	135.945	37.488	44	244	6.415	12.553	6.385	12.535	202.24	136	351962
				1	1	1	cytoplasm	DAPI	12	MAX_slide2_020818_1.lif - Series026_w_nums.tif:1	0.688	54.996	18.697	17	142	6.907	14.092	6.893	14.092	37.826	53	65830
				1	1	1	cytoplasm	EdU	13	MAX_slide2_020818_1.lif - Series026_w_nums.tif:2	0.688	36.128	10.964	13	87	6.907	14.092	6.901	14.074	24.849	35	43245
46	eG1	M		1	1	1	cell	DAPI	14	MAX_slide2_020818_1.lif - Series026_w_nums.tif:1	10.668	53.917	53.866	8	255	20.219	8.897	19.774	9.058	575.16	35	1000961
				1	1	1	cell	EdU	15	MAX_slide2_020818_1.lif - Series026_w_nums.tif:2	10.668	44.565	18.229	9	159	20.219	8.897	20.144	8.949	475.399	42	827344
				1	1	1	nuclei	DAPI	16	MAX_slide2_020818_1.lif - Series026_w_nums.tif:1	1.291	166.811	56.908	24	255	19.209	9.006	19.23	8.957	215.282	171	374658
				1	1	1	nuclei	EdU	17	MAX_slide2_020818_1.lif - Series026_w_nums.tif:2	1.291	56.849	16.131	17	125	19.209	9.006	19.245	8.989	73.368	55	127683
				1	1	1	cytoplasm	DAPI	18	MAX_slide2_020818_1.lif - Series026_w_nums.tif:1	0.155	39.889	18.858	8	173	20.792	10.126	20.768	10.13	6.189	37	10770
				1	1	1	cytoplasm	EdU	19	MAX_slide2_020818_1.lif - Series026_w_nums.tif:2	0.155	45.641	12.133	22	84	20.792	10.126	20.791	10.122	7.081	45	12323
46	eG1	D		1	1	1	cell	DAPI	20	MAX_slide2_020818_1.lif - Series026_w_nums.tif:1	6.842	48.794	31.589	8	223	19.33	12.151	19.353	12.284	333.866	41	581033
				1	1	1	cell	EdU	21	MAX_slide2_020818_1.lif - Series026_w_nums.tif:2	6.842	33.027	11.453	9	99	19.33	12.151	19.361	12.13	225.988	32	393291
				1	1	1	nuclei	DAPI	22	MAX_slide2_020818_1.lif - Series026_w_nums.tif:1	0.748	103.5	35.33	32	223	19.501	12.601	19.483	12.583	77.373	99	134653
				1	1	1	nuclei	EdU	23	MAX_slide2_020818_1.lif - Series026_w_nums.tif:2	0.748	40.278	11.066	15	99	19.501	12.601	19.51	12.597	30.111	39	52402
				1	1	1	cytoplasm	DAPI	24	MAX_slide2_020818_1.lif - Series026_w_nums.tif:1	0.058	47.02	17.19	14	97	20.215	12.239	20.213	12.244	2.729	46	4749
				1	1	1	cytoplasm	EdU	25	MAX_slide2_020818_1.lif - Series026_w_nums.tif:2	0.058	40.762	11.923	18	72	20.215	12.239	20.212	12.241	2.366	39	4117
47	G1	M		1	1	1	cell	DAPI	26	MAX_slide2_020818_1.lif - Series026_w_nums.tif:1	9.967	63.382	47.752	8	255	14.59	7.745	14.394	7.674	631.7	48	1099358
				1	1	1	cell	EdU	27	MAX_slide2_020818_1.lif - Series026_w_nums.tif:2	9.967	36.592	12.72	9	103	14.59	7.745	14.542	7.756	364.695	35	634685
				1	1	1	nuclei	DAPI	28	MAX_slide2_020818_1.lif - Series026_w_nums.tif:1	1.41	143.804	52.621	28	255	14.119	7.285	14.138	7.312	202.776	138	352895
				1	1	1	nuclei	EdU	29	MAX_slide2_020818_1.lif - Series026_w_nums.tif:2	1.41	44.655	12.179	14	103	14.119	7.285	14.118	7.306	62.968	43	109584
				1	1	1	cytoplasm	DAPI	30	MAX_slide2_020818_1.lif - Series026_w_nums.tif:1	0.129	35.129	13.745	13	100	15.793	7.91	15.792	7.912	4.542	32	7904
				1	1	1	cytoplasm	EdU	31	MAX_slide2_020818_1.lif - Series026_w_nums.tif:2	0.129	34.813	10.349	15	68	15.793	7.91	15.789	7.909	4.501	34	7833
48	G1	M		1	1	1	cell	DAPI	2	MAX_slide2_020818_1.lif - Series047.tif:1	13.286	45.15	42.312	8	255	4.159	8.362	3.912	8.379	599.839	32	2221735
				1	1	1	cell	EdU	3	MAX_slide2_020818_1.lif - Series047.tif:2	13.286	28	12.704	9	113	4.159	8.362	4.114	8.312	371.988	26	1377802
				1	1	1	nuclei	DAPI	4	MAX_slide2_020818_1.lif - Series047.tif:1	1.002	125.483	40.573	30	255	3.685	8.299	3.667	8.298	125.724	121	465667
				1	1	1	nuclei	EdU	5	MAX_slide2_020818_1.lif - Series047.tif:2	1.002	35.626	12.823	9	113	3.685	8.299	3.686	8.267	35.694	34	132208
				1	1	1	cytoplasm	DAPI	6	MAX_slide2_020818_1.lif - Series047.tif:1	0.134	34.56	16.472	8	118	2.972	9.463	2.974	9.463	4.647	32	17211
				1	1	1	cytoplasm	EdU	7	MAX_slide2_020818_1.lif - Series047.tif:2	0.134	28.574	10.02	9	75	2.972	9.463	2.973	9.457	3.842	27	14230
49	G1	M		1	1	1	cell	DAPI	8	MAX_slide2_020818_1.lif - Series047.tif:1	8.545	59.566	63.513	8	255	8.851	8.366	8.591	8.428	509.016	36	1885338
				1	1	1	cell	EdU	9	MAX_slide2_020818_1.lif - Series047.tif:2	8.545	27.431	12.19	9	105	8.851	8.366	8.829	8.362	234.408	26	868219
				1	1	1	nuclei	DAPI	10	MAX_slide2_020818_1.lif - Series047.tif:1	1.034	198.723	54.47	39	255	8.173	8.205	8.152	8.209	205.49	215	761110
				1	1	1	nuclei	EdU	11	MAX_slide2_020818_1.lif - Series047.tif:2	1.034	37.898	12.602	10	105	8.173	8.205	8.181	8.207	39.189	36	145150
				1	1	1	cytoplasm	DAPI	12	MAX_slide2_020818_1.lif - Series047.tif:1	0.145	36.024	17.846	8	111	9.27	9.559	9.274	9.552	5.213	33	19309
				1	1	1	cytoplasm	EdU	13	MAX_slide2_020818_1.lif - Series047.tif:2	0.145	25.455	10.192	9	69	9.27	9.559	9.269	9.55	3.684	24	13644
50	G1	M		1	1	1	cell	DAPI	14	MAX_slide2_020818_1.lif - Series047.tif:1	9.012	56.176	55.521	8	255	12.835	7.38	12.797	7.809	506.278	37	1875196
				1	1	1	cell	EdU	15	MAX_slide2_020818_1.lif - Series047.tif:2	9.012	25.348	10.534	9	97	12.835	7.38	12.803	7.411	228.451	24	846158
				1	1	1	nuclei	DAPI	16	MAX_slide2_020818_1.lif - Series047.tif:1	0.949	179.607	52.559	25	255	12.8	8.569	12.782	8.556	170.447	185	631318
				1	1	1	nuclei	EdU	17	MAX_slide2_020818_1.lif - Series047.tif:2	0.949	28.456	10.521	9	83	12.8	8.569	12.796	8.546	27.005	27	100023
				1	1	1	cytoplasm	DAPI	18	MAX_slide2_020818_1.lif - Series047.tif:1	0.063	32.412	15.001	8	93	13.728	7.368	13.727	7.366	2.039	30	7552
				1	1	1	cytoplasm	EdU	19	MAX_slide2_020818_1.lif - Series047.tif:2	0.063	27.421	9.684	9	60	13.728	7.368	13.725	7.366	1.725	26	6389
51	G1	M		1	1	1	cell	DAPI	20	MAX_slide2_020818_1.lif - Series047.tif:1	13.588	53.37	49.324	8	255	11.849	11.688	11.84	11.557	725.214	37	2686111
				1	1	1	cell	EdU	21	MAX_slide2_020818_1.lif - Series047.tif:2	13.588	26.384	11.233	9	105	11.849	11.688	11.817	11.644	358.521	25	1327921
				1	1	1	nuclei	DAPI	22	MAX_slide2_020818_1.lif - Series047.tif:1	1.105	155.034	44.697	23	255	12.362	10.964	12.35	10.963	171.321	154	634553
				1	1	1	nuclei	EdU	23	MAX_slide2_020818_1.lif - Series047.tif:2	1.105	33.79	11.299	9	105	12.362	10.964	12.354	10.962	37.34	32	138304
				1	1	1	cytoplasm	DAPI	24	MAX_slide2_020818_1.lif - Series047.tif:1	0.082	31.375	15.199	8	90	13.131	12.039	13.126	12.038	2.575	30	9538
				1	1	1	cytoplasm	EdU	25	MAX_slide2_020818_1.lif - Series047.tif:2	0.082	27.911	9.524	9	56	13.131	12.039	13.13	12.04	2.291	27	8485
52	S	M		1	1	1	cell	DAPI	2	MAX_slide2_020818_1.lif - Series049.tif:1	14.424	64.383	64.385	8	255	13.553	28.288	13.269	28.169	928.674	40	718062
				1	1	1	cell	EdU	3	MAX_slide2_020818_1.lif - Series049.tif:2	14.424	58.4	23.805	9	176	13.553	28.288	13.543	28.218	842.377	57	651336
				1	1	1	nuclei	DAPI	4	MAX_slide2_020818_1.lif - Series049.tif:1	1.729	211.638	48.045	53	255	12.8	27.811	12.806	27.827	365.954	228	282960
				1	1	1	nuclei	EdU	5	MAX_slide2_020818_1.lif - Series049.tif:2	1.729	84.632	20.117	23	176	12.8	27.811	12.823	27.816	146.341	84	113153
				1	1	1	cytoplasm	DAPI	6	MAX_slide2_020818_1.lif - Series049.tif:1	0.295	34.118	16.147	8	97	14.659	27.26	14.66	27.271	10.061	32	7779
				1	1	1	cytoplasm	EdU	7	MAX_slide2_020818_1.lif - Series049.tif:2	0.295	63.596	15.613	28	131	14.659	27.26	14.662	27.257	18.753	61	14500
53	G1	M		1	1	1	cell	DAPI	8	MAX_slide2_020818_1.lif - Series049.tif:1	12.103	55.147	44.263	8	255	11.783	21.205	11.799	21.12	667.429	42	516064
				1	1	1	cell	EdU	9	MAX_slide2_020818_1.lif - Series049.tif:2	12.103	47.346	17.447	9	139	11.783	21.205	11.774	21.207	573.02	47	443066
				1	1	1	nuclei	DAPI	10	MAX_slide2_020818_1.lif - Series049.tif:1	1.52	130.55	49.588	25	255	12.003	20.804	11.961	20.772	198.388	127	153396
				1	1	1	nuclei	EdU	11	MAX_slide2_020818_1.lif - Series049.tif:2	1.52	54.667	15.435	20	139	12.003	20.804	12.03	20.8	83.074	53	64234
				1	1	1	cytoplasm	DAPI	12	MAX_slide2_020818_1.lif - Series049.tif:1	0.176	43.61	20.102	9	117	12.052	22.318	12.05	22.323	7.671	41	5931
				1	1	1	cytoplasm	EdU	13	MAX_slide2_020818_1.lif - Series049.tif:2	0.176	50.699	12.248	21	86	12.052	22.318	12.048	22.316	8.917	50	6895
54	G1	M		1	1	1	cell	DAPI	14	MAX_slide2_020818_1.lif - Series049.tif:1	6.857	71.947	68.209	8	255	15.513	20.454	15.367	20.713	493.348	44	381463
				1	1	1	cell	EdU	15	MAX_slide2_020818_1.lif - Series049.tif:2	6.857	44.038	17.606	9	119	15.513	20.454	15.512	20.466	301.977	42	233492
				1	1	1	nuclei	DAPI	16	MAX_slide2_020818_1.lif - Series049.tif:1	1.147	193.274	56.858	31	255	15.207	21.003	15.183	21.023	221.717	205	171434
				1	1	1	nuclei	EdU	17	MAX_slide2_020818_1.lif - Series049.tif:2	1.147	54.223	16.281	16	107	15.207	21.003	15.222	20.976	62.203	53	48096
				1	1	1	cytoplasm	DAPI	18	MAX_slide2_020818_1.lif - Series049.tif:1	0.169	31.16	16.628	8	96	16.427	21.279	16.424	21.278	5.279	27	4082
				1	1	1	cytoplasm	EdU	19	MAX_slide2_020818_1.lif - Series049.tif:2	0.169	39.802	14.417	12	96	16.427	21.279	16.423	21.268	6.743	37	5214
55	eG1	M		1	1	1	cell	DAPI	2	MAX_slide2_020818_1.lif - Series049.tif:1	13.752	47.04	45.584	8	255	6.063	13.171	5.786	13.094	646.886	33	500180
				1	1	1	cell	EdU	3	MAX_slide2_020818_1.lif - Series049.tif:2	13.752	54.817	20.68	9	160	6.063	13.171	6.044	13.174	753.825	53	582867
				1	1	1	nuclei	DAPI	4	MAX_slide2_020818_1.lif - Series049.tif:1	1.082	168.441	49.559	31	255	4.953	12.39	4.956	12.38	182.337	170	140985
				1	1	1	nuclei	EdU	5	MAX_slide2_020818_1.lif - Series049.tif:2	1.082	77.992	20.577	28	147	4.953	12.39	4.977	12.383	84.426	76	65279
				1	1	1	cytoplasm	DAPI	6	MAX_slide2_020818_1.lif - Series049.tif:1	0.338	30.678	15.407	8	72	6.698	12.156	6.676	12.156	10.355	28	8007
				1	1	1	cytoplasm	EdU	7	MAX_slide2_020818_1.lif - Series049.tif:2	0.338	62.92	16.856	29	114	6.698	12.156	6.687	12.154	21.239	62	16422
55	eG1	D		1	1	1	cell	DAPI	8	MAX_slide2_020818_1.lif - Series049.tif:1	8.735	56.2	55.845	8	255	5.063	8.696	5.191	8.719	490.909	36	379577
				1	1	1	cell	EdU	9	MAX_slide2_020818_1.lif - Series049.tif:2	8.735	47.903	21.287	9	136	5.063	8.696	5.091	8.636	418.428	46	323534
				1	1	1	nuclei	DAPI	10	MAX_slide2_020818_1.lif - Series049.tif:1	1.233	165.842	55.174	30	255	5.299	8.738	5.288	8.714	204.403	169	158047
				1	1	1	nuclei	EdU	11	MAX_slide2_020818_1.lif - Series049.tif:2	1.233	67.359	18.45	25	136	5.299	8.738	5.301	8.721	83.021	65	64193
				1	1	1	cytoplasm	DAPI	12	MAX_slide2_020818_1.lif - Series049.tif:1	0.166	31.75	15.97	8	82	4.435	9.425	4.43	9.417	5.256	29	4064
				1	1	1	cytoplasm	EdU	13	MAX_slide2_020818_1.lif - Series049.tif:2	0.166	50.734	14.59	26	107	4.435	9.425	4.436	9.426	8.399	50	6494
56	G1	M		1	1	1	cell	DAPI	14	MAX_slide2_020818_1.lif - Series049.tif:1	9.01	60.663	61.298	8	255	17.167	16.906	17.181	16.83	546.598	38	422636
				1	1	1	cell	EdU	15	MAX_slide2_020818_1.lif - Series049.tif:2	9.01	44.183	19.624	9	138	17.167	16.906	17.121	16.84	398.105	42	307820
				1	1	1	nuclei	DAPI	16	MAX_slide2_020818_1.lif - Series049.tif:1	1.174	190.307	51.572	47	255	17.481	16.568	17.475	16.6	223.482	198	172799
				1	1	1	nuclei	EdU	17	MAX_slide2_020818_1.lif - Series049.tif:2	1.174	63.217	18.471	15	138	17.481	16.568	17.485	16.556	74.237	62	57401
				1	1	1	cytoplasm	DAPI	18	MAX_slide2_020818_1.lif - Series049.tif:1	0.257	36.789	17.56	8	109	17.739	17.682	17.729	17.66	9.468	34	7321
				1	1	1	cytoplasm	EdU	19	MAX_slide2_020818_1.lif - Series049.tif:2	0.257	45.327	14.6	12	90	17.811	17.574	17.8	17.564	11.666	45	9020
57	G1	M		1	1	1	cell	DAPI	20	MAX_slide2_020818_1.lif - Series049.tif:1	13.33	51.898	41.063	8	255	21.764	15.815	21.694	16.045	691.803	40	534911
				1	1	1	cell	EdU	21	MAX_slide2_020818_1.lif - Series049.tif:2	13.33	48.545	19.479	9	145	21.764	15.815	21.764	15.853	647.112	47	500355
				1	1	1	nuclei	DAPI	22	MAX_slide2_020818_1.lif - Series049.tif:1	1.289	120.913	44.725	24	255	21.353	16.262	21.379	16.295	155.908	119	120550
				1	1	1	nuclei	EdU	23	MAX_slide2_020818_1.lif - Series049.tif:2	1.289	68.282	18.014	19	133	21.353	16.262	21.345	16.282	88.044	67	68077
				1	1	1	cytoplasm	DAPI	24	MAX_slide2_020818_1.lif - Series049.tif:1	0.282	69.55	26.485	18	188	22.804	16.478	22.793	16.476	19.609	66	15162
				1	1	1	cytoplasm	EdU	25	MAX_slide2_020818_1.lif - Series049.tif:2	0.282	59.917	14.395	25	103	22.804	16.478	22.798	16.474	16.893	58	13062
