CellNum	Stage	Mother/daughter	mtDNA rep observed	ShiftedFlg	LifFile	BioRep	TechRep	EdU	CellPart	Fluor		Label	Area	Mean	StdDev	Mode	Min	Max	X	Y	XM	YM	IntDen	Median	Skew	RawIntDen
				0	slide1_060818_second Epp	2	2	1	cytoplasm	EdU	13	MAX_slide1_060818_second Epp.lif - Series101_w_nums.tif:2	0.398	19.921	7.403	17	8	56	11.766	8.309	11.759	8.299	7.938	19	0.966	35998
307	A	D	1	0	slide1_060818_second Epp	2	2	1	cell	DAPI	14	MAX_slide1_060818_second Epp.lif - Series101_w_nums.tif:1	7.551	42.662	34.697	7	7	255	13.485	4.313	13.275	4.552	322.145	35	2.241	1460903
				0	slide1_060818_second Epp	2	2	1	cell	EdU	15	MAX_slide1_060818_second Epp.lif - Series101_w_nums.tif:2	7.551	19.571	7.923	18	8	83	13.485	4.313	13.45	4.302	147.787	18	0.965	670203
				0	slide1_060818_second Epp	2	2	1	nuclei	DAPI	16	MAX_slide1_060818_second Epp.lif - Series101_w_nums.tif:1	0.502	136.084	44.587	88	37	255	12.706	5.147	12.737	5.14	68.298	132	0.299	309727
				0	slide1_060818_second Epp	2	2	1	nuclei	EdU	17	MAX_slide1_060818_second Epp.lif - Series101_w_nums.tif:2	0.502	20.917	7.843	19	8	83	12.706	5.147	12.714	5.135	10.498	20	1.072	47606
				0	slide1_060818_second Epp	2	2	1	cytoplasm	DAPI	18	MAX_slide1_060818_second Epp.lif - Series101_w_nums.tif:1	0.173	36.171	13.884	26	11	106	14.191	3.814	14.183	3.818	6.245	34	0.915	28322
				0	slide1_060818_second Epp	2	2	1	cytoplasm	EdU	19	MAX_slide1_060818_second Epp.lif - Series101_w_nums.tif:2	0.173	21.492	7.56	18	8	52	14.191	3.814	14.188	3.813	3.711	20	0.748	16828
308	G1	M	1	0	slide1_060818_second Epp	2	2	1	cell	DAPI	20	MAX_slide1_060818_second Epp.lif - Series101_w_nums.tif:1	12.356	49.765	38.738	28	7	255	7.088	4.425	6.755	4.559	614.907	38	2.009	2788555
				0	slide1_060818_second Epp	2	2	1	cell	EdU	21	MAX_slide1_060818_second Epp.lif - Series101_w_nums.tif:2	12.356	21.541	8.724	18	8	85	7.103	4.321	7.046	4.364	266.165	20	0.989	1207038
				0	slide1_060818_second Epp	2	2	1	nuclei	DAPI	22	MAX_slide1_060818_second Epp.lif - Series101_w_nums.tif:1	1.213	140.026	40.064	135	47	255	5.909	4.518	5.904	4.502	169.917	138	0.258	770561
				0	slide1_060818_second Epp	2	2	1	nuclei	EdU	23	MAX_slide1_060818_second Epp.lif - Series101_w_nums.tif:2	1.213	25.943	9.551	19	8	79	5.909	4.384	5.907	4.359	31.482	24	0.953	142767
				0	slide1_060818_second Epp	2	2	1	cytoplasm	DAPI	24	MAX_slide1_060818_second Epp.lif - Series101_w_nums.tif:1	0.266	35.985	12.351	30	7	100	6.86	3.252	6.865	3.257	9.57	34	0.754	43398
				0	slide1_060818_second Epp	2	2	1	cytoplasm	EdU	25	MAX_slide1_060818_second Epp.lif - Series101_w_nums.tif:2	0.266	21.915	8.055	20	8	64	6.86	3.252	6.865	3.258	5.828	20	0.945	26430
309	G1	M	1	0	slide1_060818_second Epp	2	2	1	cell	DAPI	26	MAX_slide1_060818_second Epp.lif - Series101_w_nums.tif:1	7.743	61.761	50.917	29	7	255	2.802	5.294	2.89	5.147	478.213	43	1.83	2168659
				0	slide1_060818_second Epp	2	2	1	cell	EdU	27	MAX_slide1_060818_second Epp.lif - Series101_w_nums.tif:2	7.743	20.588	8.313	18	8	84	2.817	5.19	2.825	5.155	159.41	19	1.055	722910
				0	slide1_060818_second Epp	2	2	1	nuclei	DAPI	28	MAX_slide1_060818_second Epp.lif - Series101_w_nums.tif:1	0.978	172.448	44.734	255	44	255	3.068	4.875	3.074	4.862	168.573	175	-0.133	764464
				0	slide1_060818_second Epp	2	2	1	nuclei	EdU	29	MAX_slide1_060818_second Epp.lif - Series101_w_nums.tif:2	0.978	24.392	8.888	18	8	65	3.068	4.757	3.059	4.772	23.844	23	0.872	108130
				0	slide1_060818_second Epp	2	2	1	cytoplasm	DAPI	30	MAX_slide1_060818_second Epp.lif - Series101_w_nums.tif:1	0.216	40.065	13.471	35	12	126	2.14	6.128	2.134	6.121	8.658	38	0.955	39264
				0	slide1_060818_second Epp	2	2	1	cytoplasm	EdU	31	MAX_slide1_060818_second Epp.lif - Series101_w_nums.tif:2	0.216	19.91	7.266	19	8	63	2.155	5.994	2.157	5.997	4.303	19	1.009	19512
310	eG1	M	1	0	slide1_060818_second Epp	2	2	1	cell	DAPI	2	MAX_slide1_060818_second Epp.lif - Series029_w_nums.tif:1	12.885	140.156	70.172	255	6	255	18.997	14.559	18.832	14.734	1805.966	132	0.197	1823850
				0	slide1_060818_second Epp	2	2	1	cell	EdU	3	MAX_slide1_060818_second Epp.lif - Series029_w_nums.tif:2	12.885	41.056	18.518	35	6	184	18.997	14.559	18.911	14.631	529.017	39	1.21	534256
				0	slide1_060818_second Epp	2	2	1	nuclei	DAPI	4	MAX_slide1_060818_second Epp.lif - Series029_w_nums.tif:1	1.367	251.609	10.956	255	159	255	18.024	15.197	18.026	15.199	344.065	255	-3.906	347472
				0	slide1_060818_second Epp	2	2	1	nuclei	EdU	5	MAX_slide1_060818_second Epp.lif - Series029_w_nums.tif:2	1.367	54.043	15.333	52	22	123	18.024	15.197	18.047	15.196	73.901	52	0.823	74633
				0	slide1_060818_second Epp	2	2	1	cytoplasm	DAPI	6	MAX_slide1_060818_second Epp.lif - Series029_w_nums.tif:1	0.118	157.303	34.734	143	88	255	18.456	13.608	18.456	13.612	18.535	158	0.466	18719
				0	slide1_060818_second Epp	2	2	1	cytoplasm	EdU	7	MAX_slide1_060818_second Epp.lif - Series029_w_nums.tif:2	0.118	44.008	14.98	34	17	108	18.456	13.608	18.458	13.607	5.186	42	1.261	5237
310	eG1	D	1	0	slide1_060818_second Epp	2	2	1	cell	DAPI	8	MAX_slide1_060818_second Epp.lif - Series029_w_nums.tif:1	6.78	153.253	71.787	255	6	255	16.382	17.923	16.379	18.011	1039.036	147	0.045	1049326
				0	slide1_060818_second Epp	2	2	1	cell	EdU	9	MAX_slide1_060818_second Epp.lif - Series029_w_nums.tif:2	6.78	37.447	15.574	29	6	118	16.382	17.829	16.394	17.87	253.884	36	0.655	256398
				0	slide1_060818_second Epp	2	2	1	nuclei	DAPI	10	MAX_slide1_060818_second Epp.lif - Series029_w_nums.tif:1	1.173	252.371	10.252	255	165	255	16.546	17.841	16.549	17.844	296.127	255	-4.682	299060
				0	slide1_060818_second Epp	2	2	1	nuclei	EdU	11	MAX_slide1_060818_second Epp.lif - Series029_w_nums.tif:2	1.173	50.911	13.897	46	19	109	16.577	17.715	16.59	17.707	59.738	49	0.596	60330
				0	slide1_060818_second Epp	2	2	1	cytoplasm	DAPI	12	MAX_slide1_060818_second Epp.lif - Series029_w_nums.tif:1	0.179	144.746	34.937	148	69	255	15.678	17.506	15.681	17.508	25.942	145	0.227	26199
				0	slide1_060818_second Epp	2	2	1	cytoplasm	EdU	13	MAX_slide1_060818_second Epp.lif - Series029_w_nums.tif:2	0.179	37.702	11.172	33	16	72	15.741	17.443	15.749	17.443	6.757	35	0.645	6824
311	G1	M	1	0	slide1_060818_second Epp	2	2	1	cell	DAPI	14	MAX_slide1_060818_second Epp.lif - Series029_w_nums.tif:1	11.224	144.03	64.582	255	6	255	28.254	15.6	28.153	15.681	1616.573	135	0.276	1632582
				0	slide1_060818_second Epp	2	2	1	cell	EdU	15	MAX_slide1_060818_second Epp.lif - Series029_w_nums.tif:2	11.224	40.029	16.513	39	6	139	28.254	15.505	28.246	15.54	449.277	38	0.781	453726
				0	slide1_060818_second Epp	2	2	1	nuclei	DAPI	16	MAX_slide1_060818_second Epp.lif - Series029_w_nums.tif:1	1.21	251.942	10.039	255	163	255	27.571	16.366	27.572	16.366	304.854	255	-4.137	307873
				0	slide1_060818_second Epp	2	2	1	nuclei	EdU	17	MAX_slide1_060818_second Epp.lif - Series029_w_nums.tif:2	1.21	51.442	14.995	43	13	118	27.634	16.208	27.67	16.195	62.246	50	0.548	62862
				0	slide1_060818_second Epp	2	2	1	cytoplasm	DAPI	18	MAX_slide1_060818_second Epp.lif - Series029_w_nums.tif:1	0.202	147.417	33.298	139	70	241	28.408	14.378	28.392	14.385	29.778	146	0.169	30073
				0	slide1_060818_second Epp	2	2	1	cytoplasm	EdU	19	MAX_slide1_060818_second Epp.lif - Series029_w_nums.tif:2	0.202	40.853	11.202	40	17	74	28.471	14.284	28.466	14.285	8.252	40	0.511	8334
312	M	M	1	0	slide1_060818_second Epp	2	2	1	cell	DAPI	20	MAX_slide1_060818_second Epp.lif - Series029_w_nums.tif:1	16.634	155.256	65.72	255	6	255	19.916	18.809	20.109	18.718	2582.565	143	0.193	2608140
				0	slide1_060818_second Epp	2	2	1	cell	EdU	21	MAX_slide1_060818_second Epp.lif - Series029_w_nums.tif:2	16.634	46.04	17.175	46	6	143	19.979	18.652	20.066	18.635	765.836	45	0.566	773420
				0	slide1_060818_second Epp	2	2	1	nuclei	DAPI	22	MAX_slide1_060818_second Epp.lif - Series029_w_nums.tif:1	2.468	251.206	13.219	255	118	255	20.95	18.152	20.948	18.153	619.867	255	-4.548	626005
				0	slide1_060818_second Epp	2	2	1	nuclei	EdU	23	MAX_slide1_060818_second Epp.lif - Series029_w_nums.tif:2	2.468	57.944	14.994	55	20	126	20.95	17.995	20.938	17.998	142.981	56	0.611	144397
				0	slide1_060818_second Epp	2	2	1	cytoplasm	DAPI	24	MAX_slide1_060818_second Epp.lif - Series029_w_nums.tif:1	0.102	140.155	30.994	150	79	237	20.262	19.45	20.265	19.454	14.294	137	0.444	14436
				0	slide1_060818_second Epp	2	2	1	cytoplasm	EdU	25	MAX_slide1_060818_second Epp.lif - Series029_w_nums.tif:2	0.102	48.049	11.828	45	21	89	20.294	19.356	20.296	19.353	4.9	47	0.641	4949
313	eG1	M	1	0	slide1_060818_second Epp	2	2	1	cell	DAPI	2	MAX_slide1_060818_second Epp.lif - Series029_w_nums.tif:1	10.887	148.397	66.436	255	6	255	28.29	21.13	28.238	21.214	1615.621	141	0.134	1631620
				0	slide1_060818_second Epp	2	2	1	cell	EdU	3	MAX_slide1_060818_second Epp.lif - Series029_w_nums.tif:2	10.887	41.333	17.188	32	6	129	28.321	21.004	28.302	21.065	449.999	40	0.645	454455
				0	slide1_060818_second Epp	2	2	1	nuclei	DAPI	4	MAX_slide1_060818_second Epp.lif - Series029_w_nums.tif:1	1.247	249.708	15.199	255	154	255	28.228	21.326	28.225	21.33	311.299	255	-3.355	314382
				0	slide1_060818_second Epp	2	2	1	nuclei	EdU	5	MAX_slide1_060818_second Epp.lif - Series029_w_nums.tif:2	1.247	55.624	14.977	50	17	115	28.259	21.2	28.28	21.211	69.343	53	0.547	70030
				0	slide1_060818_second Epp	2	2	1	cytoplasm	DAPI	6	MAX_slide1_060818_second Epp.lif - Series029_w_nums.tif:1	0.478	139.797	30.875	127	63	220	29.081	20.244	29.084	20.251	66.86	138	0.14	67522
				0	slide1_060818_second Epp	2	2	1	cytoplasm	EdU	7	MAX_slide1_060818_second Epp.lif - Series029_w_nums.tif:2	0.478	41.495	11.996	39	16	87	29.144	20.118	29.145	20.119	19.845	39	0.554	20042
313	eG1	M	1	0	slide1_060818_second Epp	2	2	1	cell	DAPI	8	MAX_slide1_060818_second Epp.lif - Series029_w_nums.tif:1	7.838	166.812	66.002	255	9	255	24.25	22.406	24.217	22.342	1307.535	165	-0.156	1320483
				0	slide1_060818_second Epp	2	2	1	cell	EdU	9	MAX_slide1_060818_second Epp.lif - Series029_w_nums.tif:2	7.838	42.272	16.347	36	6	115	24.282	22.28	24.26	22.282	331.343	41	0.497	334624
				0	slide1_060818_second Epp	2	2	1	nuclei	DAPI	10	MAX_slide1_060818_second Epp.lif - Series029_w_nums.tif:1	1.446	246.695	20.82	255	121	255	24.17	21.731	24.183	21.729	356.642	255	-2.997	360174
				0	slide1_060818_second Epp	2	2	1	nuclei	EdU	11	MAX_slide1_060818_second Epp.lif - Series029_w_nums.tif:2	1.446	47.548	13.318	46	15	104	24.202	21.605	24.199	21.622	68.739	46	0.612	69420
				0	slide1_060818_second Epp	2	2	1	cytoplasm	DAPI	12	MAX_slide1_060818_second Epp.lif - Series029_w_nums.tif:1	0.238	136.617	34.714	133	52	239	24.684	23.422	24.681	23.415	32.466	137	0.164	32788
				0	slide1_060818_second Epp	2	2	1	cytoplasm	EdU	13	MAX_slide1_060818_second Epp.lif - Series029_w_nums.tif:2	0.238	40.013	13.614	32	14	112	24.684	23.296	24.683	23.285	9.509	37	1.326	9603
314	G1	M	1	0	slide1_060818_second Epp	2	2	1	cell	DAPI	14	MAX_slide1_060818_second Epp.lif - Series029_w_nums.tif:1	16.643	154.686	63.018	255	7	255	24.887	18.653	25.011	18.625	2574.466	148	0.103	2599961
				0	slide1_060818_second Epp	2	2	1	cell	EdU	15	MAX_slide1_060818_second Epp.lif - Series029_w_nums.tif:2	16.643	48.428	19.235	51	6	170	24.887	18.495	24.982	18.484	806.003	47	0.582	813985
				0	slide1_060818_second Epp	2	2	1	nuclei	DAPI	16	MAX_slide1_060818_second Epp.lif - Series029_w_nums.tif:1	2.152	246.576	18.102	255	110	255	25.73	18.429	25.728	18.425	530.555	255	-2.77	535809
				0	slide1_060818_second Epp	2	2	1	nuclei	EdU	17	MAX_slide1_060818_second Epp.lif - Series029_w_nums.tif:2	2.152	59.483	14.615	58	22	123	25.73	18.271	25.734	18.27	127.989	58	0.507	129256
				0	slide1_060818_second Epp	2	2	1	cytoplasm	DAPI	18	MAX_slide1_060818_second Epp.lif - Series029_w_nums.tif:1	0.449	145.291	35.293	151	68	248	24.644	17.167	24.655	17.174	65.172	145	0.31	65817
				0	slide1_060818_second Epp	2	2	1	cytoplasm	EdU	19	MAX_slide1_060818_second Epp.lif - Series029_w_nums.tif:2	0.449	50.093	15.009	52	11	99	24.644	17.01	24.649	17.026	22.469	49	0.472	22692
315	A	M	1	0	slide1_060818_second Epp	2	2	1	cell	DAPI	2	MAX_slide1_060818_second Epp.lif - Series005_w_nums.tif:1	10.313	144.198	69.642	255	5	255	13.652	6.798	13.724	6.813	1487.159	141	0.022	2265060
				0	slide1_060818_second Epp	2	2	1	cell	EdU	3	MAX_slide1_060818_second Epp.lif - Series005_w_nums.tif:2	10.313	38.335	16.123	41	5	128	13.652	6.798	13.658	6.708	395.365	37	0.49	602172
				0	slide1_060818_second Epp	2	2	1	nuclei	DAPI	4	MAX_slide1_060818_second Epp.lif - Series005_w_nums.tif:1	1.321	247.59	18.831	255	119	255	14.084	6.875	14.086	6.874	327.068	255	-3.22	498151
				0	slide1_060818_second Epp	2	2	1	nuclei	EdU	5	MAX_slide1_060818_second Epp.lif - Series005_w_nums.tif:2	1.321	44.744	13.792	36	12	128	14.084	6.875	14.122	6.872	59.107	43	0.789	90024
				0	slide1_060818_second Epp	2	2	1	cytoplasm	DAPI	6	MAX_slide1_060818_second Epp.lif - Series005_w_nums.tif:1	0.364	132.541	35.465	112	50	253	13.926	7.955	13.915	7.943	48.297	130	0.382	73560
				0	slide1_060818_second Epp	2	2	1	cytoplasm	EdU	7	MAX_slide1_060818_second Epp.lif - Series005_w_nums.tif:2	0.364	35.416	13.178	34	8	102	13.926	7.955	13.911	7.944	12.905	34	0.699	19656
315	A	D	1	0	slide1_060818_second Epp	2	2	1	cell	DAPI	8	MAX_slide1_060818_second Epp.lif - Series005_w_nums.tif:1	6.621	155.513	76.915	255	5	255	17.276	7.269	17.246	7.333	1029.619	152	-0.093	1568191
				0	slide1_060818_second Epp	2	2	1	cell	EdU	9	MAX_slide1_060818_second Epp.lif - Series005_w_nums.tif:2	6.621	40.8	18.221	34	5	129	17.276	7.166	17.297	7.244	270.126	39	0.629	411424
				0	slide1_060818_second Epp	2	2	1	nuclei	DAPI	10	MAX_slide1_060818_second Epp.lif - Series005_w_nums.tif:1	1.045	252.818	9.545	255	157	255	17.28	7.139	17.277	7.139	264.092	255	-5.684	402233
				0	slide1_060818_second Epp	2	2	1	nuclei	EdU	11	MAX_slide1_060818_second Epp.lif - Series005_w_nums.tif:2	1.045	51.504	15.618	38	14	118	17.28	7.01	17.285	7.028	53.801	50	0.526	81943
				0	slide1_060818_second Epp	2	2	1	cytoplasm	DAPI	12	MAX_slide1_060818_second Epp.lif - Series005_w_nums.tif:1	0.136	119.039	36.687	109	34	254	17.884	6.48	17.874	6.488	16.178	116	0.716	24641
				0	slide1_060818_second Epp	2	2	1	cytoplasm	EdU	13	MAX_slide1_060818_second Epp.lif - Series005_w_nums.tif:2	0.136	34.87	11.186	27	11	68	17.884	6.377	17.879	6.375	4.739	33	0.41	7218
316	G1	M	1	0	slide1_060818_second Epp	2	2	1	cell	DAPI	14	MAX_slide1_060818_second Epp.lif - Series005_w_nums.tif:1	11.59	128.993	69.774	255	5	255	16.55	11.588	16.472	11.517	1494.992	121	0.308	2276991
				0	slide1_060818_second Epp	2	2	1	cell	EdU	15	MAX_slide1_060818_second Epp.lif - Series005_w_nums.tif:2	11.59	40.052	17.709	38	5	129	16.499	11.46	16.446	11.382	464.188	38	0.529	706995
				0	slide1_060818_second Epp	2	2	1	nuclei	DAPI	16	MAX_slide1_060818_second Epp.lif - Series005_w_nums.tif:1	1.299	243.285	22.176	255	91	255	16.13	11.342	16.125	11.348	315.951	255	-2.274	481218
				0	slide1_060818_second Epp	2	2	1	nuclei	EdU	17	MAX_slide1_060818_second Epp.lif - Series005_w_nums.tif:2	1.299	54.908	15.476	53	16	120	16.156	11.163	16.167	11.142	71.309	53	0.507	108609
				0	slide1_060818_second Epp	2	2	1	cytoplasm	DAPI	18	MAX_slide1_060818_second Epp.lif - Series005_w_nums.tif:1	0.296	112.346	30.237	98	33	223	16.188	12.667	16.18	12.661	33.267	110	0.551	50668
				0	slide1_060818_second Epp	2	2	1	cytoplasm	EdU	19	MAX_slide1_060818_second Epp.lif - Series005_w_nums.tif:2	0.296	38.543	12.3	34	14	85	16.162	12.487	16.151	12.485	11.413	36	0.739	17383
317	G1	M	1	0	slide1_060818_second Epp	2	2	1	cell	DAPI	20	MAX_slide1_060818_second Epp.lif - Series005_w_nums.tif:1	11.534	137.923	68.844	255	5	255	12.236	16.351	12.243	16.511	1590.791	130	0.217	2422900
				0	slide1_060818_second Epp	2	2	1	cell	EdU	21	MAX_slide1_060818_second Epp.lif - Series005_w_nums.tif:2	11.534	39.104	16.757	31	5	124	12.262	16.248	12.202	16.307	451.021	37	0.657	686941
				0	slide1_060818_second Epp	2	2	1	nuclei	DAPI	22	MAX_slide1_060818_second Epp.lif - Series005_w_nums.tif:1	1.507	245.306	21.814	255	97	255	12.609	17.232	12.608	17.232	369.631	255	-2.758	562977
				0	slide1_060818_second Epp	2	2	1	nuclei	EdU	23	MAX_slide1_060818_second Epp.lif - Series005_w_nums.tif:2	1.507	47.416	14.954	44	13	109	12.609	17.104	12.603	17.127	71.447	46	0.557	108819
				0	slide1_060818_second Epp	2	2	1	cytoplasm	DAPI	24	MAX_slide1_060818_second Epp.lif - Series005_w_nums.tif:1	0.376	124.815	33.521	114	42	241	12.334	15.248	12.332	15.244	46.875	122	0.522	71394
				0	slide1_060818_second Epp	2	2	1	cytoplasm	EdU	25	MAX_slide1_060818_second Epp.lif - Series005_w_nums.tif:2	0.376	37.486	12.478	29	13	89	12.334	15.12	12.331	15.116	14.078	35	0.81	21442
318	G1	M	1	0	slide1_060818_second Epp	2	2	1	cell	DAPI	26	MAX_slide1_060818_second Epp.lif - Series005_w_nums.tif:1	7.816	138.723	72.808	255	5	255	13.745	20.184	13.786	20.259	1084.22	130	0.19	1651353
				0	slide1_060818_second Epp	2	2	1	cell	EdU	27	MAX_slide1_060818_second Epp.lif - Series005_w_nums.tif:2	7.816	38.152	17.651	28	5	147	13.745	20.081	13.748	20.063	298.187	36	0.68	454163
				0	slide1_060818_second Epp	2	2	1	nuclei	DAPI	28	MAX_slide1_060818_second Epp.lif - Series005_w_nums.tif:1	1.11	249.866	14.901	255	139	255	13.902	20.442	13.896	20.441	277.25	255	-3.515	422273
				0	slide1_060818_second Epp	2	2	1	nuclei	EdU	29	MAX_slide1_060818_second Epp.lif - Series005_w_nums.tif:2	1.11	53.002	16.256	44	14	119	13.902	20.314	13.895	20.312	58.81	52	0.617	89573
				0	slide1_060818_second Epp	2	2	1	cytoplasm	DAPI	30	MAX_slide1_060818_second Epp.lif - Series005_w_nums.tif:1	0.209	135.313	38.338	141	55	252	13.187	21.046	13.199	21.042	28.341	135	0.293	43165
				0	slide1_060818_second Epp	2	2	1	cytoplasm	EdU	31	MAX_slide1_060818_second Epp.lif - Series005_w_nums.tif:2	0.209	35.188	11.997	35	13	81	13.213	20.943	13.218	20.943	7.37	34	0.709	11225
319	M	M	1	0	slide1_060818_second Epp	2	2	1	cell	DAPI	2	MAX_slide1_060818_second Epp.lif - Series054_w_nums.tif:1	13.376	144.046	77.471	255	6	255	18.625	10.871	18.485	10.932	1926.794	126	0.236	1403011
				0	slide1_060818_second Epp	2	2	1	cell	EdU	3	MAX_slide1_060818_second Epp.lif - Series054_w_nums.tif:2	13.376	40.673	15.402	38	7	124	18.773	10.611	18.719	10.609	544.055	39	0.56	396158
				0	slide1_060818_second Epp	2	2	1	nuclei	DAPI	4	MAX_slide1_060818_second Epp.lif - Series054_w_nums.tif:1	3.24	246.429	23.721	255	82	255	18.064	11.285	18.055	11.288	798.351	255	-3.407	581326
				0	slide1_060818_second Epp	2	2	1	nuclei	EdU	5	MAX_slide1_060818_second Epp.lif - Series054_w_nums.tif:2	3.24	47.837	14.111	42	12	112	18.101	11.137	18.073	11.105	154.976	46	0.6	112847
				0	slide1_060818_second Epp	2	2	1	cytoplasm	DAPI	6	MAX_slide1_060818_second Epp.lif - Series054_w_nums.tif:1	0.293	102.371	29.738	106	45	189	19.962	9.878	19.963	9.882	29.945	97	0.589	21805
				0	slide1_060818_second Epp	2	2	1	cytoplasm	EdU	7	MAX_slide1_060818_second Epp.lif - Series054_w_nums.tif:2	0.293	39.164	11.413	35	17	69	19.999	9.693	20.007	9.708	11.456	38	0.424	8342
320	M	M	1	0	slide1_060818_second Epp	2	2	1	cell	DAPI	8	MAX_slide1_060818_second Epp.lif - Series054_w_nums.tif:1	16.582	130.212	72.92	255	6	255	6.411	32.111	6.299	32.156	2159.122	119	0.358	1572183
				0	slide1_060818_second Epp	2	2	1	cell	EdU	9	MAX_slide1_060818_second Epp.lif - Series054_w_nums.tif:2	16.582	40.623	16.141	38	7	111	6.411	32.111	6.482	31.993	673.594	40	0.384	490483
				0	slide1_060818_second Epp	2	2	1	nuclei	DAPI	10	MAX_slide1_060818_second Epp.lif - Series054_w_nums.tif:1	2.634	244.534	22.095	255	113	255	5.801	32.443	5.796	32.441	644.114	255	-2.51	469017
				0	slide1_060818_second Epp	2	2	1	nuclei	EdU	11	MAX_slide1_060818_second Epp.lif - Series054_w_nums.tif:2	2.634	47.769	12.914	51	15	99	5.801	32.332	5.854	32.324	125.824	47	0.483	91620
				0	slide1_060818_second Epp	2	2	1	cytoplasm	DAPI	12	MAX_slide1_060818_second Epp.lif - Series054_w_nums.tif:1	0.261	105.289	27.371	103	34	193	7.348	33.286	7.338	33.28	27.473	103	0.58	20005
				0	slide1_060818_second Epp	2	2	1	cytoplasm	EdU	13	MAX_slide1_060818_second Epp.lif - Series054_w_nums.tif:2	0.261	41.511	11.41	36	18	79	7.348	33.138	7.34	33.137	10.831	40	0.874	7887
321	G1	M	1	0	slide1_060818_second Epp	2	2	1	cell	DAPI	2	MAX_slide1_060818_second Epp.lif - Series014_w_nums.tif:1	11.116	99.219	63.548	255	5	255	17.256	23.084	17.189	23.21	1102.902	85	1.007	831851
				0	slide1_060818_second Epp	2	2	1	cell	EdU	3	MAX_slide1_060818_second Epp.lif - Series014_w_nums.tif:2	11.116	47.077	21.498	44	6	149	17.293	22.938	17.241	23.009	523.296	44	0.709	394690
				0	slide1_060818_second Epp	2	2	1	nuclei	DAPI	4	MAX_slide1_060818_second Epp.lif - Series014_w_nums.tif:1	0.792	243.387	29.057	255	76	255	16.407	23.484	16.418	23.491	192.647	255	-3.017	145302
				0	slide1_060818_second Epp	2	2	1	nuclei	EdU	5	MAX_slide1_060818_second Epp.lif - Series014_w_nums.tif:2	0.792	73.851	20.715	82	26	149	16.443	23.339	16.45	23.334	58.455	72	0.442	44089
				0	slide1_060818_second Epp	2	2	1	cytoplasm	DAPI	6	MAX_slide1_060818_second Epp.lif - Series014_w_nums.tif:1	0.156	69.992	31.083	65	14	156	19.094	22.884	19.082	22.889	10.95	67	0.637	8259
				0	slide1_060818_second Epp	2	2	1	cytoplasm	EdU	7	MAX_slide1_060818_second Epp.lif - Series014_w_nums.tif:2	0.156	39.619	14.707	28	12	82	19.094	22.702	19.078	22.701	6.198	38	0.58	4675
322	G1	M	1	0	slide1_060818_second Epp	2	2	1	cell	DAPI	8	MAX_slide1_060818_second Epp.lif - Series014_w_nums.tif:1	8.051	109.187	68.943	255	5	255	21.889	21.658	21.887	21.809	879.013	92	0.857	662985
				0	slide1_060818_second Epp	2	2	1	cell	EdU	9	MAX_slide1_060818_second Epp.lif - Series014_w_nums.tif:2	8.051	46.476	20.809	50	6	141	21.889	21.44	21.973	21.459	374.156	45	0.666	282203
				0	slide1_060818_second Epp	2	2	1	nuclei	DAPI	10	MAX_slide1_060818_second Epp.lif - Series014_w_nums.tif:1	1.038	237.054	33.258	255	93	255	21.381	22.408	21.383	22.421	246.093	255	-2.028	185613
				0	slide1_060818_second Epp	2	2	1	nuclei	EdU	11	MAX_slide1_060818_second Epp.lif - Series014_w_nums.tif:2	1.038	59.436	19.998	51	12	141	21.381	22.226	21.407	22.197	61.702	58	0.461	46538
				0	slide1_060818_second Epp	2	2	1	cytoplasm	DAPI	12	MAX_slide1_060818_second Epp.lif - Series014_w_nums.tif:1	0.142	86.047	30.209	68	35	168	21.279	21.084	21.285	21.084	12.207	82	0.417	9207
				0	slide1_060818_second Epp	2	2	1	cytoplasm	EdU	13	MAX_slide1_060818_second Epp.lif - Series014_w_nums.tif:2	0.142	54.738	17.326	43	21	110	21.316	20.938	21.322	20.936	7.765	52	0.622	5857
323	A	M	1	0	slide1_060818_second Epp	2	2	1	cell	DAPI	14	MAX_slide1_060818_second Epp.lif - Series014_w_nums.tif:1	8.283	112.704	70.195	255	5	255	30.76	21.318	30.898	21.294	933.472	96	0.623	704060
				0	slide1_060818_second Epp	2	2	1	cell	EdU	15	MAX_slide1_060818_second Epp.lif - Series014_w_nums.tif:2	8.283	41.012	19.519	23	6	207	30.687	21.099	30.683	21.121	339.681	38	1.011	256200
				0	slide1_060818_second Epp	2	2	1	nuclei	DAPI	16	MAX_slide1_060818_second Epp.lif - Series014_w_nums.tif:1	1.397	217.811	40.877	255	81	255	31.397	21.192	31.389	21.237	304.377	233	-1.011	229573
				0	slide1_060818_second Epp	2	2	1	nuclei	EdU	17	MAX_slide1_060818_second Epp.lif - Series014_w_nums.tif:2	1.397	48.444	16.515	48	10	121	31.288	21.047	31.282	21.056	67.697	47	0.688	51060
				0	slide1_060818_second Epp	2	2	1	cytoplasm	DAPI	18	MAX_slide1_060818_second Epp.lif - Series014_w_nums.tif:1	0.127	96.219	32.147	128	40	172	30.54	22.415	30.542	22.404	12.247	95	0.408	9237
				0	slide1_060818_second Epp	2	2	1	cytoplasm	EdU	19	MAX_slide1_060818_second Epp.lif - Series014_w_nums.tif:2	0.127	42.104	14.425	32	17	97	30.54	22.197	30.532	22.193	5.359	41	0.947	4042
